;-----------------------------------------------------------
;ICAO	Latitude	Longitude	City/Airport
CSN7	45.285000	-073.008331	Farnham
CSN5	45.014992	-071.794998	Stanhope
CSM4	45.933334	-073.716667	Ste Julienne
CSS3	45.347492	-074.076668	Les Cedres
CSL9	49.184998	-068.363335	Manic 1
CSM5	46.683327	-073.983330	St-Michel-Des-Saints
CSS4	45.631664	-072.818336	St-Dominique
CSS5	46.341663	-073.388336	St Gabriel-De Brandon
CST3	45.389992	-074.134163	St Lazare
CST7	46.566662	-071.183327	St Lambert-De-Levis
CSU3	45.604992	-073.014168	St-Hyacinthe
CSU4	46.733330	-070.033333	Ste Lucie De-Beauregard
CSU5	47.933323	-073.816666	Weymontachie
CSX3	45.448330	-073.235001	Richelieu
CSX4	47.433327	-069.983330	Riviere Quelle
CSY3	45.980270	-073.042221	Sorel
CSY4	46.299992	-074.183334	St Donat
CSZ3	46.153328	-074.583611	St-Jovite
CSL7	46.716667	-072.583336	St. Tite
CSZ4	46.330273	-070.961670	St Frederic
CSE5	47.000000	-070.500000	Montmagny
CSX5	45.469997	-073.199448	St-Mathias
CSL5	46.116661	-070.883331	St. Victor-De-Beauce
CSA2	45.790279	-073.638611	Lac Agile
CSA3	50.051662	-066.890015	Port-Cartier
CSB3	45.583332	-073.233330	St-Mathieu-De-Beloeil
CSC3	45.845276	-072.394722	Drummondville
CSC5	46.407219	-070.501389	Lac Etchemin
CSD3	45.208332	-074.141388	Valleyfield
CSD4	46.559715	-075.563332	Mont-Laurier
CSE4	45.639156	-074.371666	Lachute
CSF3	51.888889	-065.714722	Poste Montagnais
CSG3	46.049999	-073.500000	Joliette
CSJ5	46.433331	-072.633331	St. Louis-De-France
CSL4	45.588047	-070.871666	Megantic
CSL3	46.622776	-072.631943	Lac-A-La-Tortue
CSK5	46.899998	-071.783333	Paquet
CSE3	46.106663	-073.451668	Lourdes-De-Joliette
CSK3	45.718605	-073.598053	Mascouche
CSG5	46.684990	-071.151665	St jean Chrysostome
CSJ4	46.250000	-072.916664	Louiseville
CSJ2	47.599995	-074.133331	Kanawata. Aeroparc
CSH5	46.126667	-071.536667	St Ferdinand
CSH4	49.029999	-077.016945	Lebel-Sur-Quevillon
CSH3	45.013329	-073.690002	Covey Hill
CSH2	47.071106	-070.532776	Ile-Aux-Grues
CSK4	45.026661	-072.401665	Mansonville
CSW3	46.098300	-070.713300	Saint Georges
CSG4	45.800000	-075.066700	St Andre-Aveln
CTQ6	46.621658	-070.955002	St-Anselme
CTG3	48.383049	-064.564720	Pabok
CTW2	46.213329	-070.496666	St. Prosper (Pel)
CTU2	45.553329	-071.173340	Fontanges
CTT2	45.401672	-073.295013	Chambly
CTS4	45.681656	-072.828331	St. Simon-De-Bagot
CTR6	46.783325	-071.826668	Marcotte
CTA3	47.389999	-070.385002	Ile Aux Coudres
CTP9	61.662491	-073.317223	Kattiniq
CTH3	48.232216	-069.542778	Grandes-Bergeronnes
CTY5	45.438332	-073.038330	Rougemont
CTF3	48.311386	-067.251389	Causapscal
CTA4	47.449993	-079.416664	St Bruno De Guigues
CTK2	48.333332	-077.183334	Senneterre
CTQ2	45.034996	-072.035004	Weller
CYRL	51.066936	-093.793053	Red Lake
CYRM	52.429722	-114.904442	Rocky Mountain House
CYRO	45.460270	-075.646111	Rockcliffe
CYRP	45.319164	-076.021942	Ottawa/Carp
CYRJ	48.519997	-072.265556	Roberval
CYRS	54.166939	-093.559441	Red Sucker Lake
CYQY	46.161381	-060.047779	Sydney
CYRT	62.811382	-092.115829	Rankin Inlet
CYQR	50.431946	-104.665833	Regina
CYRQ	46.352768	-072.679443	Trois-Rivieres
CYRI	47.764442	-069.584724	Riviere-Du-Loup
CYRC	48.521381	-071.051666	Chicoutimi/St-Honore
CYQZ	53.026108	-122.510002	Quesnel
CYQX	48.939995	-054.568611	Gander Intl
CYQW	52.769161	-108.243614	North Battleford
CYQV	51.264721	-102.461670	Yorkton
CYQU	55.179722	-118.885002	Grande Prairie
CYQT	48.371944	-089.323891	Thunder Bay
CYQS	42.769993	-081.110832	St Thomas Mun
CYRV	50.966660	-118.183334	Revelstoke
CYRB	74.716942	-094.969444	Resolute Bay
CYSM	60.022213	-111.960281	Ft Smith
CYSZ	49.120270	-066.528610	Ste-Anne-Des-Monts
CYPP	47.933323	-074.616386	Parent
CYSY	71.993881	-125.242500	Sachs Harbour
CYQQ	49.710827	-124.886665	Comox
CYSU	46.439163	-063.831390	Summerside
CYST	53.845551	-094.851944	St Theresa Point
CYSR	72.981689	-084.613762	Nanisivik
CYSQ	59.583324	-133.666672	Atlin
CYSW	49.833332	-114.883331	Sparwood/Elk Valley
CYSN	43.191658	-079.171669	St Catharines/Niagra District
CYSB	46.625000	-080.798889	Sudbury
CYSL	47.157497	-067.834724	St-Leonard
CYSK	56.537773	-079.246666	Sanikiluaq
CYSJ	45.316105	-065.890274	Saint John
CYSH	44.945831	-075.940552	Montague (Russ Beach)
CYSG	46.097771	-070.712502	St Georges
CYSF	59.250275	-105.841393	Stony Rapids
CYSE	49.781666	-123.161942	Squamish
CYSD	50.266663	-111.183334	Suffield
CYSC	45.438053	-071.690552	Sherbrooke
CYSP	48.755276	-086.344444	Marathon
CYOS	44.594440	-080.841393	Billy Bishop Reg'l
CYPL	51.446381	-090.215279	Pickle Lake
CYPK	49.216103	-122.709999	Pitt Meadows
CYPH	58.471661	-078.077225	Inukjuak
CYPG	49.903053	-098.273613	Southport
CYPE	56.226940	-117.447220	Peace River
CYPD	45.656662	-061.368057	Port Hawkesbury
CYPC	69.361107	-124.075279	Paulatuk
CYPB	49.258324	-124.830002	MacMillan Bloedel
CYPR	54.286106	-130.444717	Prince Rupert
CYOW	45.322495	-075.669167	Ottawa/MacDonald-Cartier Intl
CYPO	54.983330	-085.433334	Peawanuck
CYOP	58.490547	-119.403053	Rainbow Lake
CYOO	43.922771	-078.894997	Oshawa
CYOJ	58.621384	-117.164719	High Level
CYOH	54.933048	-095.278610	Oxford House
CYOD	54.404991	-110.279442	Cold Lake
CYOC	67.569435	-139.839447	Old Crow
CYOA	64.699440	-110.614441	Ekati
CYNM	49.761383	-077.802498	Matagami
CYNL	58.276665	-104.082222	Points North Landing
CYPA	53.214157	-105.672775	Prince Albert
CYPY	58.767223	-111.117226	Ft Chipewyan
CYQM	46.112213	-064.682503	Moncton
CYQL	49.630276	-112.799721	Lethbridge
CYQK	49.788334	-094.363052	Kenora
CYQI	43.826939	-066.088058	Yarmouth
CYQH	60.117779	-128.821945	Watson Lake
CYQG	42.274719	-082.958336	Windsor
CYQF	52.178612	-113.893059	Red Deer Industrial
CYQD	53.971943	-101.091942	The Pas
CYQB	46.793331	-071.391388	Quebec/Lesage Intl
CYPM	51.819996	-093.974442	Pikangikum
CYPZ	54.383331	-125.949997	Burns Lake
CYPN	49.836384	-064.288612	Port Menier
CYPX	60.050549	-077.286942	Puvirnituq
CYPW	49.834160	-124.500000	Powell River
CYPU	52.112770	-124.143608	Puntzi Mountain
CYPT	41.780552	-082.678337	Pelee Island
CYPS	50.302494	-122.737778	Pemberton
CYTA	45.864441	-077.251663	Pembroke
CYPQ	44.229996	-078.363335	Peterborough
CYVP	58.096111	-068.426941	Kuujjuaq
CYQN	50.182770	-086.696388	Nakina
CYQA	44.974716	-079.303329	Muskoka
CYYD	54.824715	-127.182777	Smithers
CYXQ	62.410271	-140.867493	Beaver Creek
CYYO	51.809162	-104.169167	Wynyard
CYYN	50.291939	-107.690552	Swift Current
CYYM	49.636383	-114.094444	Cowley
CYYL	56.863884	-101.076111	Lynn Lake
CYYJ	48.646935	-123.425835	Victoria Intl
CYYH	69.544998	-093.576668	Taloyoak
CYYG	46.289997	-063.121113	Charlottetown
CYYR	53.319160	-060.425835	Goose
CYYE	58.836941	-122.596664	Ft Nelson
CYYT	47.618607	-052.751945	St John's
CYYC	51.113880	-114.020279	Calgary Intl
CYYB	46.363602	-079.422775	North Bay
CYXZ	47.966663	-084.786667	Wawa
CYXY	60.709999	-135.068329	Whitehorse Intl
CYXX	49.025276	-122.363335	Abbotsford
CYXU	43.035553	-081.153893	London
CYXT	54.466389	-128.577499	Terrace
CYXS	53.890831	-122.678886	Prince George
CYVM	67.545822	-064.031387	Broughton I
CYYF	49.463047	-119.601669	Penticton
CYZP	53.254166	-131.813889	Sandspit
CYDF	49.210831	-057.391388	Deer Lake
CYNJ	49.100826	-122.630836	Langley
CYZY	55.304440	-123.132225	MacKenzie
CYZX	44.984440	-064.916946	Greenwood
CYZW	60.172775	-132.742783	Teslin
CYZV	50.224163	-066.266113	Sept-Iles
CYZU	54.143887	-115.786667	Whitecourt
CYZT	50.680275	-127.366112	Port Hardy
CYYQ	58.737221	-094.057220	Churchill
CYZR	42.999443	-082.308891	Sarnia (Hadfield)
CYXP	66.145271	-065.713058	Pangnirtung
CYZH	55.293327	-114.778336	Slave Lake
CYZG	62.179165	-075.666946	Salluit
CYZF	62.462776	-114.440277	Yellowknife
CYZE	45.885273	-082.567780	Gore Bay-Manitoulin
CYZD	43.742496	-079.465553	Toronto/Downsview
CYYZ	43.677212	-079.630554	Toronto/Pearson Intl
CYYY	48.608601	-068.208054	Mont-Joli
CYYW	50.290272	-088.909721	Armstrong
CYYU	49.413879	-082.467499	Kapuskasing
CYZS	64.193329	-083.359444	Coral Harbour
CYUL	45.468052	-073.741386	Montreal Intl (Dorval)
CYXR	47.694992	-079.848892	Earlton (Timiskaming Reg'l)
CYVO	48.053886	-077.782501	Val-D'Or
CYVK	50.246109	-119.330833	Vernon
CYVG	53.355831	-110.823891	Vermilion
CYVC	55.151386	-105.261948	La Ronge
CYVB	48.071667	-065.460831	Bonaventure
CYUY	48.206661	-078.833885	Rouyn-Noranda
CYUX	68.774162	-081.240837	Hall Beach
CYVR	49.194992	-123.181946	Vancouver Intl
CYUT	66.521378	-086.224724	Repulse Bay
CYVT	55.838882	-108.425835	Buffalo Narrows
CYUB	69.433327	-133.026382	Tuktoyaktuk
CYTZ	43.627499	-079.396111	Toronto/City Centre
CYTS	48.569721	-081.376663	Timmins
CYTR	44.118885	-077.528053	Trenton
CYTQ	58.667770	-069.955833	Tasiujaq
CYTL	53.817215	-089.895836	Big Trout Lake
CYTJ	48.813324	-087.099442	Terrace Bay
CYTH	55.801105	-097.864166	Thompson
CYTF	48.508881	-071.641945	Alma
CYUW	68.633331	-071.002220	Dewar Lakes
CYWP	52.959721	-087.368889	Webequie
CYXN	62.239166	-092.597221	Whale Cove
CYXL	50.114445	-091.904167	Sioux Lookout
CYXK	48.478054	-068.496941	Rimouski
CYXJ	56.238052	-120.740280	Ft St John
CYXH	50.018879	-110.720833	Medicine Hat
CYXE	52.170826	-106.699722	Saskatoon/Diefenbaker
CYXD	53.572495	-113.520554	Edmonton City Center
CYXC	49.610271	-115.782501	Cranbrook
CYVQ	65.282494	-126.800278	Norman Wells
CYWV	52.795830	-110.857498	Wainwright
CYTE	64.229996	-076.526665	Cape Dorset
CYWO	65.759163	-111.250000	Lupin
CYWM	54.743053	-113.203888	Athabasca
CYWL	52.183048	-122.054169	Williams Lake
CYWK	52.921944	-066.864441	Wabush
CYWJ	65.192490	-123.428886	Deline
CYWG	49.910828	-097.243332	Winnipeg Intl
CYWA	45.952213	-077.319168	Petawawa
CYVZ	52.655834	-094.061668	Deer Lake
CYVV	44.745831	-081.107224	Wiarton
CYWY	63.209438	-123.436668	Wrigley
CYDC	49.467495	-120.511948	Princeton
CYEK	61.094162	-094.070831	Arviat
CYEG	53.309723	-113.579720	Edmonton Intl
CYEE	44.683327	-079.928337	Midland/Huronia
CYEA	50.933327	-110.013054	Empress
CYDQ	55.741665	-120.182777	Dawson Creek
CYDP	56.549164	-061.680279	Nain
CYDO	48.778332	-072.375557	Dolbeau-St-Methode
CYDN	51.100822	-100.052498	Dauphin
CYGE	51.299995	-116.983330	Golden
CYDL	58.422222	-130.032227	Dease Lake
CYEN	49.210274	-102.965836	Estevan
CYDB	61.371105	-139.040558	Burwash
CYDA	64.043053	-139.127777	Dawson
CYCZ	50.331936	-115.873611	Fairmont Hot Springs
CYCY	70.486107	-068.516670	Clyde River
CYCW	49.152775	-121.938889	Chilliwack
CYCT	52.074993	-111.445274	Coronation
CYCS	63.346943	-090.731110	Chesterfield Inlet
CYCR	54.609993	-097.760559	Sinclair Meml
CYAC	51.726944	-091.822777	Cat Lake
CYFC	45.869438	-066.531670	Fredericton
CYGD	43.766937	-081.710556	Goderich
CYGB	49.693886	-124.517776	Gillies Bay
CYFT	55.076939	-059.186390	Makkovik
CYFS	61.760269	-121.236664	Ft Simpson
CYFR	61.180832	-113.689163	Ft Resolution
CYFO	54.678051	-101.681664	Flin Flon
CYFJ	46.409161	-074.780281	La Macaza
CYFH	51.561382	-087.906944	Ft Hope
CYEL	46.351383	-082.561386	Elliot Lake Mun
CYFD	43.131386	-080.342499	Brantford
CYEM	45.842773	-081.858055	Manitoulin East
CYFB	63.756382	-068.555832	Iqaluit
CYFA	52.201385	-081.696945	Ft Albany
CYEY	48.563881	-078.249725	Amos Mun
CYEV	68.304161	-133.482773	Zubko
CYEU	79.994995	-085.813332	Eureka
CYET	53.578884	-116.464996	Edson
CYES	47.490547	-068.481941	Edmundston
CYER	56.021111	-087.677780	Ft Severn
CYCO	67.816658	-115.143333	Kugluktuk
CYFE	48.746666	-069.096664	Forestville
CYAT	52.927776	-082.430557	Attawapiskat
CYCQ	55.686943	-121.625275	Chetwynd
CYBC	49.132221	-068.207222	Baie-Comeau
CYBB	68.534439	-089.808052	Pelly Bay (Town Site)
CYBA	51.199997	-115.533333	Banff
CYAZ	49.082218	-125.772499	Tofino
CYAY	51.391663	-056.084446	St Anthony
CYAX	50.294441	-096.010002	Lac Du Bonnet
CYAW	44.639721	-063.499443	Halifax/Shearwater
CYBE	59.561935	-108.478615	Uranium City
CYAU	44.233326	-064.849998	Liverpool
CYBF	54.304165	-110.742500	Bonnyville
CYAS	60.027218	-069.999168	Kangirsuk
CYAQ	53.519997	-088.646667	Kasabonika
CYAM	46.484993	-084.509445	Sault Ste Marie
CYAL	50.582218	-126.915558	Alert Bay
CYAH	53.754440	-073.673889	La Grande-4
CYAG	48.654163	-093.439720	Ft Frances Mun
CYAD	53.571667	-076.196388	La Grande-3
CYNH	56.035553	-121.975830	Hudson's Hope
CYDM	61.971382	-132.425278	Ross River
CYAV	50.056946	-097.030281	St Andrews
CYBX	51.443611	-057.185276	Lourdes-De-Blanc-Sablon
CYBT	57.890270	-101.678329	Brochet
CYCN	49.105549	-081.013611	Cochrane
CYCL	47.990555	-066.331390	Charlo
CYCH	47.007774	-065.449165	Miramichi
CYCG	49.296387	-117.632500	Castlegar
CYCE	43.285549	-081.508331	Huron
CYCD	49.052216	-123.870003	Nanaimo
CYCC	45.092773	-074.563332	Cornwall Regl
CYBD	52.387489	-126.595833	Bella Coola
CYCA	53.683884	-057.040001	Cartwright Nws
CYCP	52.116665	-119.283333	Blue River
CYBW	51.103046	-114.374443	Springbank
CYBV	52.358887	-097.018333	Berens River
CYBU	53.332497	-104.008331	Nipawin
CYBR	49.909721	-099.950836	Brandon
CYBP	50.633610	-111.925835	Brooks
CYBN	44.264999	-079.919998	Borden
CYBL	49.950825	-125.270836	Campbell River
CYBK	64.298889	-096.077774	Baker Lake
CYBG	48.330551	-070.996391	Bagotville
CYCB	69.108047	-105.138336	Cambridge Bay
CYLA	59.296940	-069.599724	Aupaluk
CYKA	50.702221	-120.441948	Kamloops
CYLQ	47.409714	-072.788887	La Tuque
CYLP	50.289993	-064.144997	Mingan
CYLL	53.309162	-110.072502	Lloydminster
CYLJ	54.124439	-108.523331	Meadow Lake
CYLH	52.195824	-087.930000	Lansdowne House
CYND	45.521385	-075.564163	Ottawa/Gatineau
CYLD	47.820000	-083.346664	Chapleau
CYLT	82.517776	-062.280556	Alert
CYLB	54.770275	-112.031670	Lac La Biche
CYLU	58.711388	-065.993614	Kangiqsualujjuaq Georges Rive
CYKY	51.517498	-109.180832	Kindersley
CYKQ	51.473610	-078.758057	Waskaganish
CYKO	60.818611	-078.148613	Akulivik
CYKL	54.805550	-066.805832	Schefferville
CYKJ	57.257214	-105.614998	Key Lake
CYKG	61.588608	-071.929443	Kangiqsujuaq Wakeham Bay
CYKF	43.458885	-080.384445	Kitchener/Waterloo Regl
CYKD	68.223328	-135.005829	Aklavik
CYKC	58.236107	-103.677780	Collins Bay
CYLC	62.849995	-069.883331	Kimmirut
CYMM	56.652771	-111.221664	Ft McMurray
CYBQ	58.708607	-098.512779	Tadoule Lake
CYGH	66.240829	-128.650833	Ft Good Hope
CYNC	53.010830	-078.830276	Wemindji
CYNA	50.189716	-061.789165	Natashquan
CYMY	50.717770	-093.383614	Ear Falls
CYMX	45.679714	-074.038612	Montreal Intl (Mirabel)
CYMW	46.274437	-075.989998	Maniwaki
CYMU	56.536106	-076.518333	Umiujaq
CYLR	56.513332	-099.985275	Leaf Rapids
CYMO	51.291103	-080.607780	Moosonee
CYKX	48.210270	-079.981392	Kirkland Lake
CYML	47.597496	-070.223892	Charlevoix
CYMJ	50.329990	-105.558052	Moose Jaw
CYMH	52.302773	-055.847221	Marys Harbour
CYMG	49.083881	-085.860558	Manitouwadge
CYME	48.856941	-067.453331	Matane
CYMD	76.239998	-119.321663	Mould Bay
CYMA	63.616661	-135.866669	Mayo
CYLY	50.249996	-121.566666	Lytton
CYLW	49.956108	-119.377777	Kelowna
CYMT	49.771660	-074.527496	Chapais
CYGW	55.281384	-077.758057	Kuujjuarapik
CYHM	43.171944	-079.931389	Hamilton
CYHK	68.633331	-095.849998	Gjoa Haven
CYHI	70.763046	-117.805832	Holman
CYHH	51.690834	-076.135002	Nemiscau
CYHF	49.714157	-083.686111	Hearst Mun
CYHE	49.366665	-121.483330	Hope
CYJT	48.544167	-058.549999	Stephenville
CYHB	52.816662	-102.311386	Hudson Bay
CYKZ	43.862221	-079.370003	Toronto/Buttonville Mun
CYHN	49.193050	-084.758888	Hornepayne Mun
CYGX	56.357498	-094.710556	Gillam
CYHD	49.831661	-092.744164	Dryden Regl
CYGV	50.281940	-063.611389	Havre St-Pierre
CYGT	69.364723	-081.816109	Igloolik
CYGR	47.424717	-061.778057	Iles-De-La-Madeleine
CYGQ	49.778324	-086.939445	Geraldton
CYGP	48.775272	-064.478615	Gaspe
CYGO	54.560268	-094.493614	Gods Lake Narrows
CYGM	50.628048	-097.042221	Gimli Industrial Park
CYGL	53.625271	-077.704170	La Grande Riviere
CYGK	44.225273	-076.596947	Kingston
CYGZ	76.424995	-082.910004	Grise Fiord
CYJQ	52.139721	-128.063614	Bella Bella (Denny I)
CYJP	61.319435	-117.605835	Ft Providence
CYHA	61.046658	-069.616943	Quaqtaq
CYHO	55.448334	-060.228611	Hopedale
CYJM	54.398056	-124.264725	Perison
CYJF	60.236942	-123.470833	Ft Liard
CYJA	52.996666	-118.059998	Jasper
CYIV	53.856663	-094.652496	Island Lake
CYJN	45.294437	-073.281113	St-Jean
CYNE	53.958328	-097.843887	Norway House
CYIO	72.683334	-077.966667	Pond Inlet
CYHY	60.838882	-115.776665	Hay River
CYHR	50.468884	-059.637779	Chevery
CYHT	60.789158	-137.545563	Haines Junction
CYIX	66.001686	-117.934998	Port Radium
CYHU	45.517498	-073.416946	Montreal/St-Hubert
CYIK	62.417217	-077.925278	Ivujivik
CYHZ	44.880825	-063.508610	Halifax Intl
CYIB	48.773884	-091.638611	Atikokan Mun
CYID	44.545551	-065.788887	Digby
CYIF	51.211658	-058.658333	St-Augustin
CYWH	48.416670	-123.333300	Victoria Harbour
CYUV	68.933330	-075.283330	Longstaff Blf Airport
CYUS	68.816670	-093.433330	Shepherd Bay
CYUQ	68.650000	-101.733300	Jenny Lind Island
CYUK	68.750000	-109.066700	Byron Bay
CYOY	46.900000	-071.500000	Valcartier  Joe Lecomte
CYCX	45.833330	-066.433330	Camp Gagetown (Mil)
CYGA	51.950000	-068.133300	Gagnon
CYED	53.666670	-113.466700	Edmonton/Namao (Mil)
CYUJ	68.500000	-113.216700	Lady Franklin Point
CYUI	68.933330	-116.916700	Cape Young
CYUA	68.950000	-137.216700	Shingle Point
CYSV	58.475000	-062.653300	Saglek Airport
CYAJ	69.583340	-140.183300	Komakuk
CYSA	43.933330	-060.000000	Sable Island
CZML	51.736664	-121.333611	108 Mile
CZRJ	52.943604	-091.312775	Weagamow Lake
CZMN	55.588886	-097.164169	Pikwitonei
CZNG	52.999996	-097.266670	Poplar River
CZNL	49.494164	-117.300552	Nelson
CZPB	53.890553	-092.195274	Sachigo Lake
CZPC	49.520550	-113.997223	Pincher Creek
CZPO	55.526665	-106.580276	Pinehouse Lake
CZMT	54.027222	-132.125000	Masset
CZSJ	53.064720	-093.347504	Sandy Lake
CZSN	56.792500	-098.907501	South Indian Lake
CZST	55.933331	-129.983337	Stewart
CZTA	51.783329	-096.699997	Bloodvein River
CZTM	55.861107	-092.082222	Shamattawa
CZUC	49.429718	-091.717781	Ignace Mun
CZUM	53.561939	-064.106392	Churchill Falls
CZWH	58.617496	-101.468887	Lac Brochet
CZGI	54.839714	-094.080833	Gods River
CZMD	53.438885	-091.763885	Muskrat Dam
CZWL	58.106945	-103.172226	Wollaston Lake
CZVL	53.667500	-113.854446	Villeneuve
CZBB	49.072777	-123.006943	Boundary Bay
CZHP	55.393604	-116.473892	High Prairie
CZLQ	55.316658	-097.699997	Thicket Portage
CZAC	56.090271	-096.091393	York Landing
CZBA	43.442497	-079.850830	Burlington
CZBD	56.061386	-095.613892	Ilford
CZBF	47.629719	-065.738892	Bathurst
CZBM	45.290829	-072.741386	Bromont
CZEE	56.037495	-096.509720	Kelsey
CZEM	52.225826	-078.522499	Eastmain River
CZJG	54.519444	-098.046387	Jenpeg
CZAM	50.682777	-119.232498	Salmon Arm
CZFA	62.207500	-133.375839	Faro
CZKE	52.283325	-081.683334	Kashechewan
CZJN	52.120831	-101.236115	Swan River
CZGR	52.045551	-095.465836	Little Grand Rapids
CZGF	49.015278	-118.430275	Grand Forks
CZFN	64.908607	-125.568336	Tulita
CZFM	67.407768	-134.860275	Ft McPherson
CZFG	55.748329	-101.265831	Pukatawagan
CZFD	59.333611	-107.182220	Fond-Du-Lac
CZPK	69.350000	-124.050000	Paulatuk
CZOC	67.566670	-139.833300	Old Crow
CZNB	46.366670	-079.416660	North Bay (Mil)
CZEG	49.000000	-110.000000	Edmonton FIR
CZDI	53.566670	-064.100000	Churchill Falls
CZAG	53.750000	-073.683330	La Grande Iv Remote Environmen
CZQM	44.666667	-054.882222	Moncton Southern FIR
CZYZ	44.216667	-076.183333	Toronto FIR
CZWN	52.816670	-111.083300	Wainwright
CZWG	47.775000	-087.000000	Winnipeg FIR
CZVR	49.000000	-115.500000	Vancouver FIR
CZUL	47.450000	-069.216667	Montreal FIR
CZQX	45.000000	-030.000000	Gander Oceanic FIR
CZUE	70.166660	-124.700000	Cape Parry
CZUB	69.433330	-133.033300	Tuktoyaktuk
DATG	19.566662	005.750000	In Guezzam
DAUZ	28.051386	009.642777	In Amenas
DAUA	27.839167	-000.185278	Touat
DAUE	30.568884	002.864722	El Golea
DAUG	32.383327	003.816667	Noumerate
DAUH	31.673882	006.142778	Oued Irara
DATM	21.374994	000.923889	Bordj Mokhtar
DAUI	27.250994	002.511355	In Salah
DAUK	33.067799	006.088672	Sidi Mahdi
DAUO	33.513050	006.782500	Guemar
DAUU	31.933332	005.416667	Ouargla
DAOV	35.216660	000.150000	Ghriss
DAAP	26.723604	008.617778	Takhamalt
DAUT	29.241102	000.283611	Timimoun
DAAT	22.814716	005.459167	Aguenar
DAAD	35.331383	004.204444	Bou Saada
DAAE	36.716663	005.066667	Soummam
DAAG	36.694435	003.216944	Houari Boumediene
DAAV	36.794445	005.873611	Ferhat Abbas
DAAJ	24.293049	009.451944	Tiska
DAOO	35.627769	-000.609167	Es Senia
DABB	36.821663	007.810000	El Mellah
DABC	36.286663	006.621666	Mohamed Boudiaf
DABS	35.432495	008.125555	Tebessa
DAOB	35.341389	001.466944	Bou Chekif
DAOI	36.216663	001.333333	Ech-Cheliff
DAON	35.015274	-001.450833	Zenata
DAOL	35.545000	-000.530000	Oran/Tafaroui
DAUL	33.766670	002.933333	Laghouat
DAOR	31.616670	-002.233333	Bechar/Ouakda
DAOF	27.666670	-008.133333	Tindouf
DAFI	34.683330	003.250000	Tletsi
DABT	35.550000	006.183333	Batna
DABP	36.933330	006.950000	Skikda
DAAY	34.933330	-000.433333	Mecheria
DAAS	36.183330	005.416667	Setif
DAAF	26.966670	001.083333	Aoulef
DAAA	39.000000	008.000000	Algier FIR
DAUB	34.800000	005.733333	Biskra
DBBP	09.349994	002.616667	Parakou
DBBR	10.283328	002.700000	Bembereke
DBBO	11.033329	000.983333	Porga
DBBC	07.133331	002.050000	Bohicon
DBBB	06.353887	002.385000	Cadjehoun
DBBN	10.383327	001.366667	Natitingou
DBBK	11.149994	002.950000	Kandi
DBBS	08.033333	002.466667	Save
DFOO	11.167216	-004.320000	Bobo-Dioulasso
DFOY	14.216666	-000.883333	Aribinda
DFOU	10.949995	-003.250000	Diebougou
DFOR	10.983325	-004.933333	Orodara
DFON	12.749994	-003.866667	Nouna
DFOL	10.566662	-005.350000	Loumana
DFOH	11.483332	-003.516667	Hounde
DFOG	10.383049	-003.168889	Amilcar Cabral De Gaoua
DFOF	12.149998	-003.183333	Safane
DFOD	12.466661	-003.483333	Dedougou
DFOB	10.683327	-004.716667	Banfora
DFFD	12.353884	-001.511389	Ouagadougou
DFEE	14.033332	-000.066667	Dori Ville
DFET	11.799995	-000.366667	Tenkodogo
DFCC	13.566665	-002.416667	Ouahigouya
DFCJ	14.099993	-001.633333	Djibo
DFOT	13.066658	-003.066667	Tougan
DFEB	12.983333	-000.166667	Bogande
DFEF	12.033333	000.350000	Fada N'gourma
DFEG	14.449995	-000.233333	Gorom-Gorom
DFEL	12.466661	001.500000	Kantchari
DFEP	11.249993	000.700000	Pama
DFER	11.583331	001.483333	Arli
DFES	13.449991	000.516667	Sebba
DFCK	12.266663	-002.400000	Koudougou
DFCO	11.750000	-002.933333	Boromo
DFCP	11.150000	-001.150000	Po
DGLN	10.949995	-001.083333	Navrongo
DGTK	04.891661	-001.766667	Takoradi AB
DGSN	07.359164	-002.329167	Sunyani
DGSI	06.716659	-001.583333	Kumasi
DGLE	09.566658	-000.866667	Tamale AB
